client_id,path,sentence,up_votes,down_votes,age,gender,accents,variant,locale,segment
1d6e4bc98ac6b2bc78bb86c444cdc9858288a720a7ffa393ab64bdc199348356db5495e6debeec1cf87560802d9e3f4e1c1e55992516afae14c236e377f7176f,common_voice_en_37614458.wav,"She has written about it in ""The Sun"" and in ""Pensions Week"".",2,0,twenties,male,United States English,,en,
1ed08d5d71e18d16c8707b187713464a7e07e17364c7cff3c86dabe5ae58c6a21ef39a193d13c2cc51676c0c01cc3c45b1c1a25d9cbf92618defbc2ad9220398,common_voice_en_37433497.wav,A basketball was too heavy while the basketball bladder was too light.,2,0,twenties,female,United States English,,en,
203ffbcab8c5cfd92e21c94fa9eb3350edc7d3847e33545d0e7ad64d2da6eca63ccc29c753be477a431c492c6900c933e88ab6d5bb918a9ca50b5c065d54860e,common_voice_en_38006516.wav,Todman was born and raised in the United States Virgin Islands.,2,0,thirties,male,"Southern African (South Africa, Zimbabwe, Namibia)",,en,
23c57e2ba3e0918e44855a5f5b080ad3686f9f77d4c9f63a5d14252ed4ce4d2c784dcef80ae47f1053873d799d889035429933c5e82c46d0da52cadb5dc41b17,common_voice_en_37344370.wav,He was introduced into silver screen by Wilson Karu.,2,0,teens,female,,,en,
27459c808cb85beb517547e1444c4b4a8fbae2e6dde9d75ee0465dc1ffd88e1da85147ec511905402eea6c3b8961a4a0ca3278b372b247a63c8b038adacae9ba,common_voice_en_37511524.wav,Mech looks at high-tech policing in the future.,2,0,twenties,male,United States English,,en,
3ec684f06d72aa5a25b0ae322389a241c4b686ae5052455ca8d775e7e1f496af5c3a1209e42a95b936c9b3abf680cbd3b7233ad12e8fe760d473f445e78ed65a,common_voice_en_37673682.wav,"Different systems define different sets of digraphs and trigraphs, as described below.",2,0,twenties,male,"Southern African (South Africa, Zimbabwe, Namibia)",,en,
3ee87767b4fe7506916b3408432877dae498df2d0e0f8f8f1e3052e38fef0fc6fcf09e7e64e9a9a8fcfd83cb063f80061d28f6a9eba4e650d579f5d6a6751f8f,common_voice_en_37803161.wav,Erogenous zones may be classified by the type of sexual response that they generate.,2,0,fourties,male,,,en,
44b9fad5303dc08293d2f6da6ef0995d8faa1d5a59aca7f83838879c486a1cf4433961edce099f75bcb490efc1cdb4bf75648c899d30bf6896710e80630d2ed0,common_voice_en_37318416.wav,"The word was believed to be Koori for ""Rainbow"".",2,0,thirties,female,,,en,
49518b0d6dc530fcb03351c761b8b69aba18a29400ec4510ccfc214f1905114cc6fb992128c51bbba73e54db9cb9e534446ebc5f27748ea922d1913e0635ac2e,common_voice_en_37406712.wav,Tulsita is served by the Pettus Independent School District.,2,0,fourties,male,United States English,,en,
4d4909259f819ab0bce15913e04ca6952355bce0031e32a5645a616b3c855e18dbc0041f0890a60a9c17f6446524395479e71519a9fd688dd3166d9457804d99,common_voice_en_37670158.wav,Marathi is the most common language spoken here.,2,0,twenties,male,Tibetan American ,,en,
533cd9a7f8448dbc92421e113783f70a412a8f8361ff2af16434e0b3cfe7cf01148decf9129ffa26dd77c65d058581db03bf41dbf2700c2ac6ecda5febe599fe,common_voice_en_37937553.wav,The front sight is winged and incorporates a bayonet lug.,2,0,thirties,male,"Southern African (South Africa, Zimbabwe, Namibia)",,en,
55f6bb20a0c69ca6af9d4381b7e3d1229bc7ae0d8c7c359c8541d9d38f50e265ed8d1c34a745b6c86127adf875577b18c41d79e2c8508703e538990abfb19acc,common_voice_en_37931440.wav,"The parallels to the French Resistance and the Nazi occupation are clear, however.",2,0,twenties,female,Canadian English,,en,
5939a6511ed81b062af2990c874bec28e679a3cb35994f3cb0d419c8f8ea29e8ce08e2f11e103f5ba59158c3ff56285d1933ce3d760c5013cf36a8e212ba1d65,common_voice_en_37451535.wav,Many restaurants and nightclubs offer live entertainment on the weekends.,2,0,fourties,female,,,en,
5a9f85f86b38326145c24682f1eb502d921a9aae09c00764b78880a5928b3b4b9a42a1e90c9e03b1a3f936027887ebdd0d4282fafc8b659742ef40f33d5ab16d,common_voice_en_37627009.wav,"Indeed, ""Berlin work"" became practically synonymous with ""canvas work"".",2,0,twenties,male,"India and South Asia (India, Pakistan, Sri Lanka)",,en,
5e21df07e96c79fbb65796dc5525dca3e6d171eaa1a7f9312e041115a136d47bedc828542d466d888e280e7a9ad924e430891cf0f362868948ac66f615412891,common_voice_en_37800525.wav,Most of Bosquet's best sellers were published by Covered Bridge Press.,2,0,teens,female,United States English,,en,
617541425728868b0f89e5592104ab8ecf61620d563c28102d7ef74b3c3c88c636267f40d3d1694bf85220831b018d0799bf08ec2457fad823f41bb1f4b0ce60,common_voice_en_37527521.wav,IndieGames dot com is Gamasutra's sister site dedicated to reporting on indie games.,2,0,thirties,male,United States English,,en,
68caafdf147c42aa78002abb9c2ac5b61f36b8c8ec4773aea7f74ef7e703458d18f483b9a6d8ece6fa16789d838b6b9affc9a0ae2b79cbf83d3cd50fc2ee58d2,common_voice_en_37805700.wav,He worked in financial institutions and banking in New Jersey.,2,0,twenties,male,England English,,en,
6bcb764f3d71d46daef122e0d61c1522c6558e26aa342118b55eb93d86caaa980c61cb96613935d6bdf646c5b45ebae616815ffe5954b261491cabe5eae4032c,common_voice_en_37398082.wav,The episode falsely implies that Colt gave Cody his nickname of Buffalo Bill.,2,0,twenties,male,,,en,
7638c31df3d76068804aff7b183a07af9bbee296cdad7ac10b19c7f96a420728e5f15725ef57ef8e005b8dd6bed05e35663aa72e4951ef03f70bb04b1afa1ae0,common_voice_en_38015607.wav,"The magazine was formerly headquartered in Greensboro, North Carolina.",2,0,teens,female,"Southern African (South Africa, Zimbabwe, Namibia)",,en,
783d8646bf1b44bf053a964f81a4f3f3d8e95abeae3b79ff9cc151a4e96e6a6f08a430ab7ae30a8ca53457097dd831a7559bbe31b8fd0eafbb8c3bfe1078d93b,common_voice_en_37854506.wav,Rentier state theory foregrounds important puzzles in contemporary politics.,3,0,thirties,male,,,en,
848f0ccc4922fa38cf14fa4567015e2a2a14d3c763da8a3128c5cc6cb36ff3cbcbda6820345c3128d790a792be079d0d249797fdbe49dfbc93b701ab8c28b147,common_voice_en_38013016.wav,"The tracks are creatively re-ordered, ignoring chronology.",2,0,twenties,male,"My accent is influenced by the phones of all letters within a sentence.,Southern African (South Africa, Zimbabwe, Namibia)",,en,
86aa990b635bf07d3998c02a8a52265fb48beb6e59dacd57ef5e26e92ec62efcc2359a4e958b00e5a31239fd872e67f7bcb2cc2ad6ce2aac3011b3b0d99dc41a,common_voice_en_37365859.wav,The stadium also has track and field facilities that follow international regulation.,2,0,twenties,male,,,en,
